# Program:featureCounts v2.0.3; Command:"featureCounts" "-a" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/data/GRCh38.p13_reference_files/gencode.v43.primary_assembly.annotation.gtf" "-o" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/feature_counts/s2_count_data.txt" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control1/control1Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control2/control2Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control3/control3Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control4/control4Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control5/control5Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control6/control6Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control7/control7Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control8/control8Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control9/control9Aligned.sortedByCoord.out.bam" "-F" "GTF" "--largestOverlap" "-p" "--countReadPairs" "-s" "2" "-B" "-C" "-T" "64" "-t" "gene" "-g" "gene_name" "--Rpath" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/feature_counts/" "--tmpDir" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/scripts/temp" "--verbose" 
Geneid	Chr	Start	End	Strand	Length	/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control1/control1Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control2/control2Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control3/control3Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control4/control4Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control5/control5Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control6/control6Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control7/control7Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control8/control8Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control9/control9Aligned.sortedByCoord.out.bam
GPC5-AS2	chr13	92339794	92379536	-	39743	0	0	0	0	0	0	0	0	0
ENSG00000283097	chr13	92446470	92449056	+	2587	0	0	0	0	0	0	0	0	0
GPC5-IT1	chr13	92484606	92510094	+	25489	0	0	0	0	0	0	0	0	0
MIR548AS	chr13	92490163	92490220	+	58	0	0	0	0	0	0	0	0	0
ENSG00000287159	chr13	92610646	92677725	-	67080	0	0	0	0	0	0	0	0	0
ENSG00000282993	chr13	92658994	92659227	-	234	0	0	0	0	0	0	0	0	0
GPC5-AS1	chr13	92701389	92721614	-	20226	0	0	0	0	0	0	0	0	0
LINC00363	chr13	93032972	93057926	+	24955	0	0	0	0	0	0	0	0	0
ENSG00000288001	chr13	93150623	93157452	+	6830	0	0	3	0	0	5	2	1	2
ENSG00000278177	chr13	93226612	93227317	-	706	16	22	27	24	16	25	21	14	25
GPC6	chr13	93226807	94408020	+	1181214	861	851	861	838	841	884	988	907	823
ENSG00000286843	chr13	93309669	93311063	-	1395	0	0	0	0	0	0	0	0	0
HNRNPA1P29	chr13	93394977	93395855	-	879	0	0	0	0	0	0	0	0	0
GPC6-AS2	chr13	93818424	93836144	-	17721	0	0	0	0	0	0	0	0	0
RNA5SP35	chr13	94025470	94025598	-	129	0	0	0	0	0	0	0	0	0
GPC6-AS1	chr13	94154193	94187991	-	33799	0	0	0	0	1	0	0	0	0
ENSG00000289204	chr13	94232987	94235379	+	2393	0	0	0	0	0	0	0	0	0
DCT	chr13	94436811	94479682	-	42872	1	0	0	0	1	0	4	0	0
ENSG00000289878	chr13	94548739	94549335	-	597	5	2	3	3	3	5	4	2	0
TGDS	chr13	94574054	94596242	-	22189	590	535	674	564	647	605	592	604	575
GPR180	chr13	94601857	94634661	+	32805	590	566	595	507	634	532	657	661	539
RNA5SP36	chr13	94651397	94651529	-	133	0	0	0	0	0	0	0	0	0
LINC00391	chr13	94698725	94708489	-	9765	25	20	13	6	9	21	3	19	5
RN7SL585P	chr13	94699223	94699502	-	280	0	0	0	0	0	0	0	0	0
SOX21-AS1	chr13	94703454	94803430	+	99977	95	81	62	68	57	84	59	83	44
SOX21	chr13	94709622	94712545	-	2924	223	158	120	91	80	175	77	149	60
BRD7P5	chr13	94757451	94759272	-	1822	0	0	0	0	0	0	1	0	1
RPL21P112	chr13	94760553	94761015	-	463	0	0	0	0	0	0	0	0	0
LINC00557	chr13	94960041	94961319	+	1279	0	0	0	0	0	0	0	0	0
ENSG00000287635	chr13	94960771	95007420	-	46650	8	3	4	5	8	4	1	2	7
RNU6-62P	chr13	95019235	95019336	+	102	0	0	0	0	0	0	0	0	0
ABCC4	chr13	95019835	95301475	-	281641	981	879	869	903	850	1019	873	855	839
ENSG00000289887	chr13	95273963	95278207	+	4245	0	0	0	0	0	0	0	0	0
RNY3P8	chr13	95310830	95310955	-	126	0	0	0	0	0	0	0	0	0
RNY4P27	chr13	95336106	95336201	-	96	0	0	0	0	0	0	0	0	0
MEMO1P5	chr13	95394049	95394454	+	406	0	0	0	0	0	0	0	0	0
CLDN10	chr13	95433604	95579759	+	146156	718	673	864	777	755	746	924	733	844
CLDN10-AS1	chr13	95479444	95533910	-	54467	1	1	1	0	0	4	2	0	1
DZIP1	chr13	95578202	95644706	-	66505	1058	990	994	955	957	932	920	1008	963
DNAJC3-DT	chr13	95648711	95676973	-	28263	95	85	92	89	96	78	98	76	110
DNAJC3	chr13	95677139	95794988	+	117850	1502	1393	1379	1311	1586	1572	1401	1547	1319
MTND5P2	chr13	95692538	95693972	+	1435	0	0	0	0	0	0	0	0	0
MTND6P18	chr13	95693983	95694495	-	513	0	0	0	0	0	0	0	0	0
MTCYBP3	chr13	95694569	95695705	+	1137	0	0	0	0	0	0	0	0	0
ENSG00000276809	chr13	95744726	95745765	+	1040	0	0	0	0	0	0	0	0	0
UGGT2	chr13	95801580	96053482	-	251903	562	553	572	555	576	614	530	577	512
HMGN1P24	chr13	95809310	95809607	-	298	0	0	0	0	0	0	0	0	0
HS6ST3	chr13	96090107	96839562	+	749456	88	66	88	97	91	80	115	81	74
RN7SL164P	chr13	96169545	96169847	+	303	0	0	0	0	0	0	0	0	0
MIR4501	chr13	96427229	96427292	+	64	0	0	0	0	0	0	0	0	0
AMMECR1LP1	chr13	96573659	96574499	+	841	0	0	0	0	0	0	0	0	0
HSP90AB6P	chr13	96883842	96885821	-	1980	0	0	0	0	0	0	0	0	0
TULP3P1	chr13	96940149	96984172	-	44024	0	0	0	0	0	0	0	0	0
ENSG00000272329	chr13	96948018	96949584	+	1567	0	0	0	0	0	0	0	0	0
RN7SKP7	chr13	96949249	96949533	-	285	0	0	0	0	0	0	0	0	0
OXGR1	chr13	96985713	96994730	-	9018	21	30	18	30	19	19	30	12	21
LINC00456	chr13	97168751	97187578	-	18828	0	0	0	0	0	0	0	0	0
MBNL2	chr13	97221434	97394120	+	172687	65	72	67	61	62	49	83	65	44
ENSG00000286334	chr13	97278768	97295400	-	16633	0	0	0	0	0	0	0	0	0
RNA5SP37	chr13	97362972	97363101	-	130	0	0	0	0	0	0	0	0	0
ENSG00000286416	chr13	97405169	97433994	-	28826	34	33	45	15	26	24	13	29	23
RAP2A	chr13	97434169	97469128	+	34960	2299	1994	2244	2079	2112	2017	2124	2098	2138
ENSG00000276573	chr13	97435946	97436168	+	223	0	0	0	0	0	0	0	0	0
ENSG00000276704	chr13	97437268	97437630	+	363	0	0	0	0	0	0	0	0	0
PSMA6P4	chr13	97475742	97476459	+	718	0	0	0	0	0	0	0	0	0
ENSG00000226134	chr13	97675011	97677963	-	2953	0	0	0	0	0	0	0	0	0
ENSG00000286544	chr13	97725172	97730339	-	5168	0	0	0	0	0	0	0	0	0
RPL7AP61	chr13	97901653	97902288	+	636	0	0	0	0	0	0	0	0	0
ENSG00000270725	chr13	97939356	97953539	+	14184	0	0	0	0	0	0	0	0	0
IPO5	chr13	97953658	98024296	+	70639	26194	24270	25858	24633	25201	25840	26451	25185	24801
FTLP8	chr13	97986950	97987216	-	267	0	0	0	0	0	0	0	0	0
FARP1	chr13	98142562	98455176	+	312615	4624	4504	4533	4129	4399	4605	4599	4373	4408
RNF113B	chr13	98175785	98177269	-	1485	0	0	0	0	0	0	0	0	0
RN7SKP8	chr13	98203835	98204192	-	358	0	0	0	0	0	0	0	0	0
MIR3170	chr13	98208524	98208600	+	77	0	0	0	0	0	0	0	0	0
ENSG00000269189	chr13	98233650	98234700	+	1051	0	0	0	0	0	0	0	0	0
ENSG00000269599	chr13	98329655	98333236	-	3582	0	0	0	0	0	0	0	0	0
FARP1-AS1	chr13	98435405	98435840	-	436	4	6	2	2	3	0	3	6	1
STK24	chr13	98445185	98577940	-	132756	6660	6391	7102	6804	6787	6841	7503	6713	6880
ENSG00000271437	chr13	98553243	98553780	+	538	0	0	0	0	0	0	0	0	0
STK24-AS1	chr13	98577244	98578830	+	1587	7	8	19	5	6	6	6	12	5
NUS1P4	chr13	98610292	98610876	-	585	0	0	0	0	0	0	0	0	0
CYCSP35	chr13	98629686	98629989	-	304	0	0	0	0	0	0	0	0	0
CALM2P4	chr13	98640814	98641239	-	426	0	0	0	0	0	0	0	0	0
RN7SL60P	chr13	98671980	98672278	+	299	0	0	0	0	0	0	0	0	0
SLC15A1	chr13	98683801	98752672	-	68872	27	40	27	22	18	27	24	24	18
DOCK9	chr13	98793429	99086625	-	293197	1388	1408	1380	1435	1479	1444	1538	1443	1395
DOCK9-AS1	chr13	98832084	98834629	+	2546	0	0	0	0	0	0	0	0	0
ENSG00000275919	chr13	98871742	98872005	+	264	0	0	0	0	0	0	0	0	0
RPL7L1P12	chr13	98949719	98950447	-	729	0	0	0	0	0	0	0	0	0
RNU6-83P	chr13	99025234	99025345	+	112	0	0	0	0	0	0	0	0	0
DOCK9-DT	chr13	99087819	99088625	+	807	4	2	6	2	5	5	3	9	3
RPS6P23	chr13	99173593	99174490	+	898	0	0	0	0	0	0	0	0	0
UBAC2-AS1	chr13	99181223	99200757	-	19535	102	80	105	72	82	70	102	87	93
GAPDHP22	chr13	99190579	99190991	-	413	0	0	0	0	0	0	0	0	0
UBAC2	chr13	99200774	99386504	+	185731	2168	2250	2325	2302	2313	2379	2529	2290	2394
RN7SKP9	chr13	99205708	99206006	+	299	0	0	0	0	0	0	0	0	0
H2AZP3	chr13	99215372	99215758	-	387	0	0	0	0	0	1	0	0	0
GPR18	chr13	99254732	99261744	-	7013	0	0	0	0	0	0	0	0	0
GPR183	chr13	99294539	99307399	-	12861	0	0	0	0	0	0	0	0	0
MIR623	chr13	99356131	99356228	+	98	0	0	0	0	0	0	0	0	0
HMGB3P4	chr13	99372173	99372686	+	514	0	0	0	0	0	0	0	0	0
ENSG00000290577	chr13	99404684	99417224	-	12541	0	0	3	2	1	1	0	2	1
CCR12P	chr13	99407837	99408914	-	1078	0	0	0	0	0	0	0	0	0
ENSG00000285448	chr13	99429211	99432702	-	3492	0	0	0	0	0	1	0	0	0
TM9SF2	chr13	99446311	99564048	+	117738	7257	6701	7201	7127	7058	6793	7496	6756	6617
LINC01232	chr13	99486962	99499306	-	12345	114	92	119	123	123	100	124	66	115
LINC00449	chr13	99499727	99501052	-	1326	11	21	29	14	9	23	13	17	11
LINC01039	chr13	99577112	99580368	+	3257	0	0	0	0	0	0	0	0	0
CFL1P8	chr13	99582706	99583180	+	475	0	0	0	0	0	0	0	0	0
ENSG00000287746	chr13	99584014	99590508	-	6495	0	0	0	0	0	0	0	0	0
CLYBL	chr13	99606669	99909459	+	302791	244	245	299	231	257	248	303	248	262
MIR4306	chr13	99643059	99643149	+	91	0	0	0	0	0	0	0	0	0
CLYBL-AS2	chr13	99690081	99690971	-	891	1	0	1	0	1	0	1	3	2
CLYBL-AS1	chr13	99726245	99728971	-	2727	0	0	0	0	0	0	0	0	0
ENSG00000201245	chr13	99783857	99783983	-	127	0	0	0	0	0	0	0	0	0
ENSG00000288581	chr13	99835813	99841250	-	5438	0	0	1	0	0	0	0	3	0
ENSG00000286757	chr13	99841879	99957659	-	115781	9	6	10	11	15	21	9	13	8
ZIC5	chr13	99962964	99971767	-	8804	3007	2719	2845	2504	2775	2367	2880	2760	2924
ENSG00000288060	chr13	99973526	99980034	-	6509	34	39	35	36	30	37	42	27	43
ZIC2	chr13	99981784	99986765	+	4982	6340	6070	6366	5810	5761	4849	6426	5965	6196
LINC00554	chr13	99994899	99997909	-	3011	0	1	0	2	0	0	2	1	0
NDUFA12P1	chr13	100027769	100028174	-	406	0	0	0	0	0	0	0	0	0
PCCA-DT	chr13	100053074	100088972	-	35899	398	390	410	394	392	393	373	376	405
ASNSP3	chr13	100062296	100063601	-	1306	0	0	0	0	0	0	0	0	0
PCCA	chr13	100089015	100530437	+	441423	1538	1378	1610	1402	1529	1434	1660	1435	1640
RPL15P18	chr13	100150481	100151092	-	612	6	0	1	2	2	0	0	0	0
ENSG00000270632	chr13	100198187	100198469	-	283	1	0	0	0	0	0	0	0	0
ENSG00000287330	chr13	100338982	100364959	-	25978	0	0	3	0	0	0	0	0	0
PCCA-AS1	chr13	100464440	100481205	-	16766	0	0	0	0	0	0	0	0	0
GGACT	chr13	100530164	100589528	-	59365	44	24	63	38	53	47	48	44	39
ENSG00000224356	chr13	100535741	100587146	-	51406	0	0	0	0	0	0	0	0	0
ENSG00000280169	chr13	100537365	100539567	+	2203	3	1	0	1	4	7	4	1	3
RPS26P47	chr13	100539901	100540248	-	348	0	0	0	0	0	0	0	0	0
TMTC4	chr13	100603625	100675093	-	71469	1520	1402	1511	1433	1411	1436	1613	1451	1590
COX5BP6	chr13	100623875	100624429	-	555	0	0	0	0	0	0	0	0	0
ENSG00000289594	chr13	100675060	100676887	+	1828	15	7	8	16	14	9	9	7	17
NALCN-AS1	chr13	100708325	101059286	+	350962	4	5	3	8	11	9	12	18	5
ARF4P3	chr13	100756551	100757059	-	509	0	0	0	0	0	0	0	0	0
LINC00411	chr13	100934023	100944553	-	10531	0	0	0	0	0	0	0	0	0
NALCN	chr13	101053776	101416508	-	362733	72	51	64	61	73	61	66	79	55
ITGBL1	chr13	101452593	101720856	+	268264	1	0	0	0	0	1	0	1	2
FGF14	chr13	101710804	102402457	-	691654	13	2	15	11	3	6	3	5	0
ENSG00000276012	chr13	101717564	101723106	+	5543	0	0	0	0	0	0	0	0	0
RNU1-24P	chr13	101778884	101779048	-	165	0	0	0	0	0	0	0	0	0
HMGB3P7	chr13	101801878	101802488	+	611	0	0	0	0	0	0	0	0	0
MIR2681	chr13	101967642	101967746	-	105	0	0	0	0	0	0	0	0	0
LIPT1P1	chr13	102002125	102003310	+	1186	0	0	0	0	0	0	0	0	0
RNY1P2	chr13	102016953	102017069	-	117	0	0	0	0	0	0	0	0	0
MIR4705	chr13	102045934	102046004	-	71	0	0	0	0	0	0	0	0	0
RPL39P29	chr13	102263046	102263202	-	157	0	0	0	0	0	0	0	0	0
FGF14-IT1	chr13	102292327	102394519	-	102193	0	0	0	0	0	0	0	0	0
ENSG00000279702	chr13	102299790	102300272	-	483	0	0	0	0	0	0	0	0	0
FGF14-AS1	chr13	102367539	102373666	+	6128	0	0	0	0	0	0	0	0	0
FGF14-AS2	chr13	102394612	102395707	+	1096	79	69	77	70	74	64	81	86	78
LINC00555	chr13	102589372	102589813	-	442	0	0	0	0	0	0	0	0	0
ENSG00000276957	chr13	102593338	102593873	-	536	1	7	0	4	1	1	1	7	1
TPP2	chr13	102596958	102679958	+	83001	4125	3971	4197	4030	4323	4036	4181	3959	4087
METTL21C	chr13	102685747	102695044	-	9298	0	0	1	0	1	0	0	2	1
CCDC168	chr13	102729367	102759072	-	29706	1	1	2	4	7	1	4	0	4
ENSG00000286312	chr13	102760023	102766653	+	6631	0	5	0	0	0	0	0	0	1
TEX30	chr13	102765888	102773811	-	7924	360	336	336	277	270	302	305	340	303
POGLUT2	chr13	102784281	102799040	-	14760	772	775	677	697	760	812	698	680	734
BIVM-ERCC5	chr13	102799110	102875994	+	76885	1	7	4	5	4	0	3	4	3
BIVM	chr13	102799119	102841533	+	42415	0	0	0	0	0	0	0	0	0
ERCC5	chr13	102845831	102875995	+	30165	0	0	0	0	0	0	0	0	3
METTL21EP	chr13;chr13	102880040;102891311	102896033;102895685	+;+	15994	0	0	0	0	1	0	7	0	4
ENSG00000272542	chr13	102888858	102889834	+	977	0	0	0	0	0	0	0	0	0
ENSG00000278445	chr13	102903339	102904000	+	662	1	0	0	0	0	0	0	0	0
SLC10A2	chr13	103043998	103066417	-	22420	0	0	0	0	0	0	0	1	0
ENSG00000285789	chr13	103343660	103396450	+	52791	0	0	0	0	0	0	0	0	0
LINC01309	chr13	103420825	103428298	+	7474	0	0	0	0	0	0	0	0	0
ATP6V1G1P7	chr13	103444620	103444968	-	349	0	0	0	0	0	0	0	0	0
ENSG00000287734	chr13	104125930	104134257	+	8328	0	0	0	0	0	0	0	0	0
RPL7P45	chr13	104814327	104815069	+	743	0	0	0	0	0	0	0	0	0
ENSG00000286929	chr13	105410816	105414224	+	3409	0	0	0	0	0	0	0	0	0
DAOA-AS1	chr13	105459055	105505681	-	46627	0	0	0	0	0	0	0	0	0
ENSG00000275968	chr13	105459815	105460015	+	201	0	0	0	0	0	0	0	0	0
ENSG00000275502	chr13	105462302	105462505	+	204	0	0	0	0	0	0	0	0	0
DAOA	chr13	105465867	105491034	+	25168	0	0	0	0	0	0	0	0	0
ENSG00000289454	chr13	105597204	105599561	-	2358	0	0	0	0	0	0	0	0	0
ENSG00000280455	chr13	105690429	105702689	+	12261	0	0	0	0	0	0	0	0	0
LINC00343	chr13	105702699	105797539	+	94841	0	0	0	0	0	0	0	0	0
ENSG00000252550	chr13	105897523	105897643	-	121	0	0	0	0	0	0	0	0	0
ENSG00000287923	chr13	105950292	106064069	-	113778	5	1	2	4	5	2	4	2	1
RNA5SP38	chr13	106155372	106155490	-	119	0	0	0	0	0	0	0	0	0
ENSG00000286780	chr13	106232131	106371082	-	138952	0	0	0	0	0	0	0	0	0
LINC00460	chr13	106374477	106384315	+	9839	0	0	0	0	0	0	0	0	0
RPL35P9	chr13	106425773	106426122	+	350	0	0	0	0	0	0	0	0	0
EFNB2	chr13	106489745	106535662	-	45918	1443	1224	1133	1030	1043	1309	1013	1255	981
ENSG00000284966	chr13	106491147	106521630	+	30484	10	11	7	4	12	5	5	11	12
ENSG00000274204	chr13	106506046	106506713	-	668	0	0	0	0	0	0	0	0	0
ARGLU1	chr13	106541673	106568137	-	26465	2782	2878	2878	2671	2812	2627	2654	2566	2559
LINC00551	chr13	106568208	106716679	+	148472	52	45	59	39	42	57	55	52	51
LINC00443	chr13	106653897	106672177	+	18281	0	0	0	0	0	0	0	0	0
ATP5MC1P5	chr13	106663437	106663847	+	411	0	0	0	0	0	0	0	0	0
ENSG00000287546	chr13	106753247	106757065	+	3819	0	0	0	0	0	0	0	0	0
ENSG00000278698	chr13	106773623	106774279	-	657	2	3	2	1	3	3	6	7	5
PPIAP24	chr13	106863816	106864286	-	471	0	0	0	0	0	0	0	0	0
ENSG00000277863	chr13	106903150	106904099	-	950	0	0	0	0	0	0	0	0	0
ENSG00000279157	chr13	106941950	106942561	-	612	0	0	0	0	0	0	0	0	0
ENSG00000285643	chr13	106955689	106961392	-	5704	0	0	0	0	0	0	0	0	0
NALF1	chr13	107163510	107867496	-	703987	330	323	365	343	361	356	396	354	392
SNORD31B	chr13	107320895	107320963	-	69	0	0	0	0	0	0	0	0	0
ENSG00000276740	chr13	107465984	107466674	-	691	0	0	0	0	0	0	0	0	0
MIR1267	chr13	107531171	107531248	-	78	0	0	0	0	0	0	0	0	0
NALF1-IT1	chr13	107788342	107835451	-	47110	0	0	0	0	0	0	0	0	0
ENSG00000286343	chr13	107868823	107933503	+	64681	5	6	9	12	5	4	0	4	4
ENSG00000274718	chr13	107870383	107873372	+	2990	0	0	0	0	0	0	0	0	0
LIG4	chr13	108207439	108218368	-	10930	202	216	219	166	220	230	181	220	175
ABHD13	chr13	108218392	108234243	+	15852	584	543	538	489	599	581	598	581	507
TNFSF13B	chr13	108251240	108308484	+	57245	6	10	2	4	9	6	8	7	6
ENSG00000277246	chr13	108267320	108267734	+	415	0	0	0	0	0	0	0	0	0
RNA5SP39	chr13	108301212	108301331	-	120	0	0	0	0	0	0	0	0	0
ENSG00000283384	chr13	108335354	108448316	+	112963	0	0	0	0	0	0	0	0	1
HCFC2P1	chr13	108480226	108481817	+	1592	0	0	0	0	0	0	0	0	0
MYO16	chr13	108596152	109208005	+	611854	6	21	14	10	4	43	3	5	3
MYO16-AS2	chr13	109101261	109101919	-	659	0	0	0	0	0	0	0	0	0
MYO16-AS1	chr13	109163902	109201483	-	37582	0	0	0	0	0	1	0	0	0
ENSG00000275216	chr13	109269634	109278512	+	8879	3	3	2	1	4	3	1	2	0
LINC00370	chr13	109281973	109297690	+	15718	0	0	0	0	0	0	0	0	0
LINC01067	chr13	109310135	109311773	+	1639	0	0	0	0	0	0	0	0	0
LINC00399	chr13	109400696	109401641	+	946	0	0	0	0	0	0	0	0	0
ENSG00000289901	chr13	109424172	109424332	-	161	0	0	1	1	0	0	0	1	2
ENSG00000285534	chr13	109478739	109731700	-	252962	6	1	0	0	0	0	0	1	0
LINC00676	chr13	109728282	109730007	+	1726	0	0	0	0	0	0	0	0	0
IRS2	chr13	109752695	109786583	-	33889	722	761	570	677	718	754	759	773	659
ENSG00000275741	chr13	109785831	109808252	+	22422	38	38	34	35	36	40	65	25	43
ENSG00000275248	chr13	109805317	109805868	+	552	0	0	0	0	0	0	0	0	0
RN7SKP10	chr13	109915096	109915420	+	325	0	0	0	0	0	0	0	0	0
ENSG00000274331	chr13	109984858	109986565	-	1708	0	0	0	0	0	0	0	0	0
ENSG00000275830	chr13	109988097	110129136	-	141040	0	0	0	0	0	3	0	1	1
ENSG00000276269	chr13	110031101	110031567	-	467	0	0	0	0	0	0	0	0	0
LINC00396	chr13	110053285	110054952	+	1668	0	0	0	0	0	0	0	0	0
RN7SL783P	chr13	110097851	110098151	-	301	0	0	0	0	0	0	0	0	0
LINC03032	chr13	110123208	110125234	+	2027	0	1	0	1	0	1	0	0	0
ENSG00000287575	chr13	110132003	110136906	-	4904	1	2	1	1	0	4	0	0	0
COL4A1	chr13	110148963	110307157	-	158195	4771	4329	4314	3928	4256	4904	4726	4352	4108
ENSG00000279237	chr13	110265251	110266113	-	863	0	0	0	0	0	0	0	0	0
COL4A2	chr13	110305812	110513209	+	207398	4526	4695	4403	4128	4265	4737	4909	4623	4331
MIR8073	chr13	110340958	110341029	+	72	0	0	0	0	0	0	0	0	0
COL4A2-AS2	chr13	110456396	110463287	-	6892	2	2	4	7	1	5	2	5	2
COL4A2-AS1	chr13	110502575	110508179	-	5605	2	0	4	0	1	2	3	1	1
ENSG00000289010	chr13	110520543	110520882	-	340	0	0	0	0	0	0	3	0	0
RAB20	chr13	110523066	110561722	-	38657	253	369	407	473	380	324	400	263	293
ENSG00000275880	chr13	110613082	110616353	-	3272	8	8	4	3	3	10	9	2	3
NAXD	chr13	110615545	110639996	+	24452	1144	1095	1148	1011	1013	1067	1005	980	1040
CARS2	chr13	110641412	110713603	-	72192	1249	1295	1296	1225	1276	1318	1340	1253	1187
ING1	chr13	110712736	110723339	+	10604	1141	1130	1107	1070	1081	1242	1097	1043	1158
RPL21P107	chr13	110762674	110763133	-	460	0	0	0	0	0	0	0	0	0
LINC00567	chr13	110809676	110813084	-	3409	1	4	1	2	2	6	11	0	3
PRECSIT	chr13	110863987	110870330	-	6344	7	6	4	7	1	3	11	9	7
ANKRD10	chr13	110878540	110915069	-	36530	2461	2606	2583	2327	2285	2457	2443	2129	2393
ANKRD10-IT1	chr13	110894639	110899172	-	4534	0	0	0	0	0	0	0	0	0
ENSG00000277767	chr13	110916004	110917827	+	1824	3	2	1	4	6	3	3	5	0
PARP1P1	chr13	110936759	110939784	+	3026	0	1	0	0	0	0	0	0	0
ENSG00000290807	chr13	110945478	110971586	-	26109	0	0	0	0	0	0	0	0	0
SPACA7BP	chr13	110952722	110971603	-	18882	0	0	0	0	0	0	0	0	0
ENSG00000290808	chr13	110965704	110990579	+	24876	0	0	0	0	0	0	0	0	0
LINC00431	chr13	110989980	110990138	+	159	0	0	0	0	0	0	0	0	0
LINC00368	chr13	111095838	111103097	+	7260	0	0	0	0	0	0	0	0	0
ENSG00000286824	chr13	111096586	111113697	-	17112	1	1	0	0	0	0	0	1	0
ARHGEF7-AS2	chr13	111113812	111115678	-	1867	1	0	0	3	0	0	0	0	0
ARHGEF7	chr13	111114559	111305737	+	191179	2045	1927	2116	1996	2057	2053	2063	1896	1923
ARHGEF7-IT1	chr13	111122652	111144264	+	21613	0	0	0	0	0	0	0	0	0
ARHGEF7-AS1	chr13	111144305	111144733	-	429	0	0	0	0	0	0	0	0	0
ENSG00000285856	chr13	111148196	111153171	-	4976	3	4	6	2	0	0	0	1	1
ENSG00000274614	chr13	111182111	111182692	-	582	0	0	0	0	0	0	0	0	0
TEX29	chr13	111316184	111344249	+	28066	4	11	9	3	2	2	6	5	3
ENSG00000204398	chr13	111588201	111672608	+	84408	0	0	0	0	0	0	0	0	0
LINC02337	chr13	111596009	111642079	+	46071	0	0	0	0	0	0	0	0	0
LINC00354	chr13	111865136	111901264	+	36129	0	1	0	0	1	0	0	0	0
ENSG00000200072	chr13	112052078	112052138	+	61	0	0	0	0	0	0	0	0	0
SOX1-OT	chr13	112056845	112108015	+	51171	5	13	1	2	2	6	2	6	0
SOX1	chr13	112067149	112071706	+	4558	0	0	0	0	0	0	0	0	0
ENSG00000260385	chr13	112083549	112085471	+	1923	0	0	0	0	0	0	0	0	0
LINC00404	chr13	112105357	112106882	-	1526	2	3	5	1	0	6	3	5	1
LINC01070	chr13	112197350	112201000	+	3651	0	0	0	0	0	0	0	0	0
LINC01043	chr13	112313467	112321758	+	8292	0	0	0	0	0	0	0	0	0
LINC01044	chr13	112322567	112331225	-	8659	0	2	0	0	0	2	0	0	0
SPACA7	chr13	112376355	112434689	+	58335	0	0	0	0	0	0	0	0	0
TUBGCP3	chr13	112485011	112588205	-	103195	1261	1195	1195	1196	1308	1173	1270	1272	1312
ENSG00000277159	chr13	112602828	112606417	-	3590	67	28	37	57	69	43	44	33	38
ATP11AUN	chr13	112647044	112684497	+	37454	0	0	0	0	0	0	0	0	0
ENSG00000274922	chr13	112686769	112689859	-	3091	5	5	9	7	6	4	8	11	7
ATP11A	chr13	112690038	112887168	+	197131	2326	2358	2371	2182	2326	2339	2518	2425	2322
ATP11A-AS1	chr13	112745449	112754693	-	9245	0	0	0	0	0	0	0	0	0
ENSG00000277545	chr13	112811566	112812158	+	593	0	0	0	0	0	0	0	0	0
MCF2L	chr13	112894378	113099742	+	205365	424	472	418	282	383	398	364	441	413
