# Program:featureCounts v2.0.3; Command:"featureCounts" "-a" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/data/GRCh38.p13_reference_files/gencode.v43.primary_assembly.annotation.gtf" "-o" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/feature_counts/s2/new7122023_count_data.txt" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T14-A2/T14-A2Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T14-A3/T14-A3Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T14-A4/T14-A4Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T15A-A3/T15A-A3Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T15A-A4/T15A-A4Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T15A-A7/T15A-A7Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T16-A1/T16-A1Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T16-A3/T16-A3Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T16-A9/T16-A9Aligned.sortedByCoord.out.bam" "-F" "GTF" "--largestOverlap" "-p" "--countReadPairs" "-s" "2" "-B" "-C" "-T" "64" "-t" "gene" "-g" "gene_name" "--Rpath" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/feature_counts/" "--tmpDir" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/scripts/temp" "--verbose" 
Geneid	Chr	Start	End	Strand	Length	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T14-A2/T14-A2Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T14-A3/T14-A3Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T14-A4/T14-A4Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T15A-A3/T15A-A3Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T15A-A4/T15A-A4Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T15A-A7/T15A-A7Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T16-A1/T16-A1Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T16-A3/T16-A3Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T16-A9/T16-A9Aligned.sortedByCoord.out.bam
RNA5SP308	chr10	28874393	28874507	-	115	0	0	0	0	0	0	0	0	0
RPL21P93	chr10	28898996	28899484	-	489	9	5	5	4	1	2	2	3	5
LYZL1	chr10	29289061	29318328	+	29268	0	0	0	0	0	0	0	0	0
ENSG00000290014	chr10	29324127	29345574	+	21448	0	0	0	0	0	0	0	0	0
ENSG00000287402	chr10	29373027	29409366	-	36340	0	2	0	0	0	0	1	0	0
SVIL-AS1	chr10;chr10	29409402;29409618	29512266;29415412	+;+	102865	115	126	45	125	160	122	141	108	453
PTCHD3P1	chr10	29421476	29422012	-	537	0	0	2	1	0	0	3	1	1
SVIL	chr10	29457338	29736959	-	279622	751	688	999	788	837	779	666	712	961
MIR604	chr10	29545004	29545097	-	94	0	0	0	0	0	0	0	0	0
SNORD115	chr10;chr15	29575306;25159221	29575381;25159279	+;+	135	0	0	0	0	0	0	0	0	0
MIR938	chr10	29602264	29602346	-	83	0	0	0	0	0	0	0	0	0
CKS1BP2	chr10	29697935	29698174	+	240	4	3	2	0	0	5	3	2	1
RNU6-908P	chr10	29711915	29712008	+	94	0	0	0	0	0	0	0	0	0
ENSG00000289386	chr10	29842002	29843315	-	1314	0	0	0	0	0	0	0	0	0
ENSG00000237936	chr10	29891032	29891467	-	436	0	0	0	0	0	0	0	0	0
ENSG00000289616	chr10	29947145	29951699	+	4555	0	0	0	0	0	0	0	0	0
ENSG00000288874	chr10	29991111	30001119	-	10009	0	0	0	0	0	0	0	0	0
JCAD	chr10	30012803	30115494	-	102692	194	246	162	333	267	287	117	135	238
RNU6-598P	chr10	30299569	30299673	-	105	0	0	0	5	0	0	0	0	0
EEF1A1P39	chr10	30301823	30302072	-	250	0	0	0	0	0	0	0	0	0
ENSG00000259994	chr10	30302826	30306066	-	3241	23	23	31	23	30	35	31	25	57
MTPAP	chr10	30309801	30374448	-	64648	1206	1370	1376	1260	1380	1416	1769	1758	1636
ENSG00000285824	chr10	30309803	30312026	+	2224	0	1	0	0	0	1	1	2	0
DNM1P17	chr10	30353706	30357365	+	3660	0	1	1	0	0	0	0	0	0
GOLGA2P6	chr10	30364410	30374386	-	9977	0	0	0	0	0	0	0	0	0
RN7SL241P	chr10	30366064	30366299	-	236	0	0	0	0	0	0	0	0	0
MIR7162	chr10	30368597	30368665	-	69	0	0	0	0	0	0	0	0	0
NIFKP1	chr10	30380174	30381062	+	889	0	0	0	0	0	0	0	0	0
ENSG00000235679	chr10	30383400	30383622	+	223	0	0	0	0	0	0	0	0	0
CCND3P1	chr10	30403197	30403776	-	580	0	0	0	0	0	0	0	0	0
ENSG00000289874	chr10	30433299	30433872	-	574	0	0	0	2	0	0	0	0	0
MAP3K8	chr10	30434021	30461833	+	27813	131	111	400	127	112	133	46	53	107
HNRNPA1P32	chr10	30517616	30518861	-	1246	0	0	0	0	0	0	0	0	0
ENSG00000289898	chr10	30529260	30529734	-	475	0	0	0	0	0	0	0	0	0
ENSG00000287420	chr10	30529517	30554625	+	25109	1	0	0	0	1	0	0	0	0
ENSG00000228800	chr10	30553854	30554483	-	630	0	0	0	0	0	0	0	0	0
RN7SL63P	chr10	30555601	30555904	-	304	0	0	0	0	0	0	0	0	0
ENSG00000230298	chr10	30576699	30580182	+	3484	0	0	0	0	0	0	0	0	0
ENSG00000285630	chr10	30587706	30591092	+	3387	0	0	0	0	0	0	0	0	0
LYZL2	chr10	30611779	30629762	-	17984	0	0	0	0	0	0	0	0	0
ENSG00000291294	chr10	30655489	30657535	+	2047	0	0	0	0	0	0	0	0	0
SVIL2P	chr10	30655651	30717266	+	61616	3	5	8	8	3	3	6	5	2
ENSG00000290952	chr10	30693662	30698463	+	4802	0	0	0	0	0	0	0	0	0
LINC02644	chr10	30723251	30723740	+	490	0	3	0	0	1	0	0	0	2
ZNF438	chr10	30820207	31031937	-	211731	116	101	137	114	111	134	34	59	121
ENSG00000272914	chr10	30831828	30833387	-	1560	0	0	0	0	0	0	0	0	0
DDX10P1	chr10	30919012	30921235	-	2224	0	0	0	0	0	0	0	0	0
ENSG00000287564	chr10	31033089	31143842	+	110754	19	27	24	21	16	16	12	13	16
LINC02664	chr10	31187715	31261910	+	74196	0	0	0	0	0	0	0	0	0
ZEB1-AS1	chr10	31206278	31320447	-	114170	145	124	114	144	103	118	51	29	69
RNA5SP309	chr10	31259599	31259704	+	106	0	0	0	0	0	0	0	0	0
ZEB1	chr10	31318495	31529814	+	211320	26	9	32	18	13	12	29	12	11
SPTLC1P1	chr10	31360955	31361215	+	261	0	0	0	0	0	0	0	0	0
ENSG00000285781	chr10	31362799	31364049	-	1251	0	0	0	0	0	0	0	0	0
ENSG00000223834	chr10	31602862	31606218	+	3357	1	4	0	3	0	4	0	0	2
ENSG00000286694	chr10	31608500	31620862	-	12363	0	0	0	0	0	0	0	0	0
ENSG00000231855	chr10	31628540	31628599	-	60	0	0	0	0	0	0	0	0	0
MACORIS	chr10	31693082	31707487	-	14406	0	0	0	1	4	1	1	1	0
ENSG00000289412	chr10	31759062	31760146	-	1085	3	3	8	4	3	4	2	3	6
ARHGAP12	chr10	31805398	31928876	-	123479	2421	2529	2586	2431	2574	2558	2211	2479	2973
HMGB1P7	chr10	31913143	31913754	+	612	0	0	0	0	0	0	0	0	0
RPL34P19	chr10	31983885	31984554	+	670	0	0	0	0	0	0	0	0	1
RN7SL825P	chr10	31992087	31992381	-	295	0	0	1	0	0	0	0	0	0
KIF5B	chr10	32009015	32056425	-	47411	6270	6104	7227	6687	6194	6568	6455	7810	7102
RPS4XP11	chr10	32102522	32103293	-	772	2	7	1	3	2	4	0	0	6
ENSG00000235113	chr10	32109861	32111666	+	1806	0	0	0	1	0	0	0	0	0
ENSG00000234811	chr10	32111644	32111789	-	146	0	0	0	0	0	0	0	0	0
RNU7-22P	chr10	32173684	32173744	+	61	0	0	0	0	0	0	0	0	0
PPIAP31	chr10	32188323	32188817	-	495	25	30	16	17	13	25	17	15	32
RPS24P13	chr10	32231849	32232245	-	397	0	0	0	0	0	0	0	0	0
ENSG00000227253	chr10	32266289	32269474	+	3186	6	11	7	1	10	3	5	18	9
EPC1	chr10	32267751	32378798	-	111048	994	1007	943	846	855	1059	1686	1847	1061
ENSG00000226842	chr10	32281686	32282829	+	1144	0	0	0	0	0	0	0	0	0
ENSG00000233825	chr10	32346499	32347179	+	681	1	0	6	5	3	3	3	5	1
EPC1-AS1	chr10	32347397	32374488	+	27092	0	0	0	0	0	1	2	3	0
RNU6-1244P	chr10	32394558	32394665	-	108	0	0	0	0	0	0	0	0	0
ENSG00000286409	chr10	32413499	32446076	-	32578	0	0	0	0	0	0	0	5	0
CCDC7	chr10	32446140	32882874	+	436735	49	44	38	30	33	28	30	40	31
C1DP1	chr10	32511336	32511737	-	402	2	2	7	2	3	4	1	3	2
ITGB1	chr10	32887273	33005792	-	118520	15465	15600	27350	15760	15027	17774	15337	19350	20461
AK3P5	chr10	32944481	32944999	+	519	0	0	0	0	0	0	0	0	0
ITGB1-DT	chr10	32958437	33082409	+	123973	43	31	63	45	46	50	31	29	47
MTND4LP11	chr10	33023368	33023647	-	280	0	0	0	0	0	0	0	0	0
RN7SL847P	chr10	33034655	33034924	-	270	0	0	0	0	0	0	0	0	0
ENSG00000229878	chr10	33035469	33035664	-	196	0	0	0	0	0	0	0	0	0
RPL7AP53	chr10	33057615	33058407	-	793	0	0	0	0	1	0	0	0	1
IATPR	chr10	33073486	33116789	-	43304	0	0	0	0	0	0	0	0	0
NRP1	chr10	33177492	33336262	-	158771	32	72	57	63	47	38	74	70	169
ENSG00000238258	chr10	33211277	33213804	+	2528	0	0	0	1	1	2	1	0	1
RN7SL398P	chr10	33288304	33288601	-	298	0	0	0	0	0	0	0	0	0
ENSG00000273012	chr10	33341655	33341905	+	251	0	0	0	0	0	0	0	0	0
ENSG00000287278	chr10	33384891	33390935	+	6045	0	0	0	0	0	0	0	0	0
LINC02628	chr10	33578931	33600040	-	21110	0	0	0	0	0	0	0	0	0
ENSG00000203565	chr10	33684755	33709868	+	25114	0	0	0	0	0	0	0	0	0
LINC00838	chr10	33759713	33772702	-	12990	0	0	0	0	0	0	3	0	0
RPL23P11	chr10	33864313	33864723	+	411	0	0	0	0	0	0	0	0	0
LINC02629	chr10	33909238	33917804	+	8567	0	0	0	0	0	0	0	0	0
ENSG00000288987	chr10	34018420	34021391	+	2972	0	0	0	0	0	0	0	0	0
PARD3	chr10	34109560	34815325	-	705766	3322	3382	4770	3150	3156	3292	2973	3161	4236
ELOBP4	chr10	34488583	34488878	-	296	0	0	0	0	0	0	0	0	0
RPL37P18	chr10	34663859	34664101	-	243	0	0	0	0	0	0	0	0	0
RPS12P16	chr10	34675635	34676041	-	407	0	0	0	0	0	0	0	0	0
PARD3-DT	chr10	34815767	34816386	+	620	3	1	1	1	2	1	0	2	1
SS18L2P1	chr10	34875210	34875422	+	213	0	0	0	0	0	0	0	0	0
RNU6-847P	chr10	34926775	34926882	+	108	0	0	0	0	0	0	0	0	0
RNU6-193P	chr10	34942969	34943075	+	107	0	0	0	0	0	0	0	0	0
PRDX2P2	chr10	34965069	34966259	+	1191	0	0	0	0	0	0	0	0	0
LINC02635	chr10	34969881	34975578	+	5698	0	0	0	0	0	0	0	0	0
CUL2	chr10	35008504	35127006	-	118503	2132	2245	2886	2033	2172	2240	2330	2131	2871
MIR3611	chr10	35079598	35079680	-	83	0	0	0	0	0	0	0	0	0
ENSG00000230534	chr10	35098006	35127020	-	29015	2	0	1	0	0	0	1	0	0
CREM	chr10	35126791	35212958	+	86168	402	464	491	344	390	428	419	370	448
RNU7-77P	chr10	35135443	35135502	+	60	0	0	0	0	0	0	0	0	0
ATP6V1G1P4	chr10	35158306	35158640	+	335	0	0	0	0	0	0	0	0	0
ENSG00000269952	chr10	35210416	35210750	+	335	0	0	0	0	0	0	0	0	0
LINC02634	chr10	35219894	35230598	-	10705	0	0	0	0	0	1	0	0	0
RNU6-794P	chr10	35231331	35231394	-	64	0	0	0	0	0	0	0	0	0
CCNY	chr10	35247025	35572669	+	325645	2361	2374	2898	2336	2171	2542	2290	2556	2666
RNU6-1167P	chr10	35250959	35251052	-	94	0	0	0	0	0	0	0	0	0
CCNY-AS1	chr10	35314552	35336401	-	21850	38	48	27	39	60	47	31	37	27
ENSG00000287945	chr10	35443411	35444569	-	1159	0	0	0	0	0	0	0	0	0
ENSG00000273312	chr10	35604485	35608153	-	3669	10	9	0	5	21	20	17	7	31
GJD4	chr10	35605341	35608935	+	3595	0	0	0	0	1	4	1	1	7
FZD8	chr10	35638247	35642296	-	4050	189	227	272	140	161	175	251	287	224
ENSG00000287528	chr10	35641097	35647826	+	6730	16	10	8	6	21	3	20	15	11
MIR4683	chr10	35641172	35641252	-	81	0	0	0	0	0	0	0	0	0
ENSG00000288893	chr10	35643844	35644618	-	775	0	0	0	0	0	0	0	0	0
RPL7P37	chr10	35697300	35698037	+	738	0	0	0	0	0	0	0	0	0
PCAT5	chr10	35778302	35800920	+	22619	0	0	0	0	0	0	0	0	0
LINC02630	chr10	35896874	35898963	-	2090	0	0	0	0	0	0	0	0	0
ENSG00000227475	chr10	36089086	36089389	-	304	0	0	0	0	0	0	0	0	0
MTND5P17	chr10	36432882	36434484	-	1603	0	0	0	0	0	0	0	0	0
MTND4P18	chr10	36434710	36435174	-	465	0	0	0	0	0	0	0	0	0
ENSG00000237002	chr10	36438616	36442392	+	3777	0	0	0	0	0	0	0	0	0
ENSG00000274458	chr10	36438661	36438788	+	128	0	0	0	0	0	0	0	0	0
NAMPTP1	chr10	36521721	36524234	-	2514	26	29	18	42	22	20	23	23	48
ENSG00000238176	chr10	36940109	36943932	+	3824	0	0	0	0	0	0	0	0	0
MKNK2P1	chr10	36944111	36944738	-	628	0	0	0	0	0	0	0	0	0
ARL6IP1P2	chr10	36995023	36995585	+	563	0	0	1	0	2	0	0	1	0
ANKRD30A	chr10	37125598	37232567	+	106970	0	0	1	0	0	0	0	1	0
RNU6-811P	chr10	37135237	37135343	+	107	0	0	0	0	0	0	0	0	0
ENSG00000234918	chr10	37240887	37242049	+	1163	0	0	0	0	0	0	0	0	0
LINC00993	chr10	37248118	37315801	+	67684	0	0	0	0	0	0	0	0	0
RN7SL314P	chr10	37297398	37297689	+	292	0	0	0	0	0	0	0	0	0
ENSG00000290801	chr10	37309185	37347031	+	37847	0	0	0	0	0	0	0	0	0
TMEM161BP1	chr10	37337415	37338871	+	1457	0	0	0	0	0	0	0	0	0
VN1R53P	chr10	37348616	37349572	+	957	0	0	0	0	0	0	0	0	0
TACC1P1	chr10	37523011	37544701	+	21691	0	0	0	0	0	0	0	0	0
MTND1P18	chr10	37600796	37601368	-	573	0	0	0	0	0	0	0	0	0
ENSG00000226578	chr10	37775371	37784131	-	8761	0	1	1	0	0	0	0	0	0
ZNF248	chr10	37776526	37858106	-	81581	409	413	393	242	353	347	381	392	417
ENSG00000260137	chr10	37791580	37791937	+	358	0	0	0	0	0	0	0	0	0
ZNF33BP1	chr10	37794276	37796109	-	1834	0	0	0	0	0	0	0	0	0
TLK2P2	chr10	37818606	37820982	-	2377	0	0	0	0	0	0	0	0	0
ENSG00000236514	chr10	37857740	37859110	+	1371	2	1	0	0	0	2	2	0	0
ZNF37CP	chr10	37883594	37884109	+	516	0	0	0	0	0	0	0	0	0
ZNF33CP	chr10	37894637	37896666	+	2030	0	0	0	0	0	0	0	0	0
ZNF25	chr10	37949573	37976647	-	27075	50	38	35	22	31	62	29	31	24
ZNF25-DT	chr10	37976825	37992467	+	15643	0	0	0	0	0	0	0	0	0
ZNF33A	chr10	38010650	38065088	+	54439	2338	2476	2303	2153	2380	2345	3010	3277	2585
RNU6-795P	chr10	38043873	38043975	-	103	0	0	0	0	0	0	0	0	0
ENSG00000275675	chr10	38068449	38068694	-	246	0	0	0	0	0	0	0	0	0
EIF3LP3	chr10	38080056	38080877	-	822	1	1	0	0	1	1	0	0	0
FXYD6P2	chr10	38091764	38092051	-	288	0	0	0	0	0	0	0	0	0
ZNF37A	chr10	38094334	38150293	+	55960	0	0	0	0	0	0	0	0	1
PLD5P1	chr10	38094368	38360098	+	265731	0	4	1	3	0	1	1	1	0
ENSG00000272983	chr10	38137337	38144399	+	7063	0	0	0	0	0	0	0	0	0
ENSG00000225965	chr10	38161570	38161749	+	180	0	0	0	0	0	0	0	0	0
ENSG00000290887	chr10	38164648	38212357	+	47710	0	0	0	0	0	0	0	0	0
CCNYL4	chr10	38175990	38212417	+	36428	0	0	0	0	0	0	0	0	0
ENSG00000226113	chr10	38247922	38333155	+	85234	0	0	0	0	0	0	0	0	0
ENSG00000234941	chr10	38250442	38250603	-	162	0	0	0	0	0	0	0	0	0
HSD17B7P2	chr10;chr10	38356380;38356455	38378505;38378107	+;+	22126	0	0	1	0	0	0	0	0	0
SEPTIN7P9	chr10;chr10	38383023;38391983	38402916;38399730	-;-	19894	2	1	0	3	2	1	0	0	1
ENSG00000290535	chr10	38403189	38452153	+	48965	7	1	3	2	8	9	6	3	0
ENSG00000276805	chr10	38407631	38417204	+	9574	0	0	0	0	0	0	0	0	0
RNU6-1118P	chr10	38423625	38423728	+	104	0	0	0	0	0	0	0	0	0
CICP9	chr10	38452987	38455365	-	2379	0	0	0	0	0	0	0	0	0
ENSG00000203496	chr10	38453181	38466176	+	12996	0	0	0	0	0	0	0	0	0
ABCD1P2	chr10	38601418	38605609	+	4192	0	0	0	0	0	0	0	0	0
ENSG00000277133	chr10	38617255	38617344	+	90	0	0	0	0	0	0	0	0	0
PABPC1P12	chr10	38635908	38638082	+	2175	0	0	0	0	0	0	0	0	0
SLC9B1P3	chr10	38640971	38689068	-	48098	0	0	0	0	0	0	0	0	0
ACTR3BP5	chr10	38696424	38697902	+	1479	0	0	0	0	0	0	0	0	0
CHEK2P5	chr10	38713195	38719229	+	6035	0	0	0	0	0	0	0	0	0
ENSG00000227679	chr10	38762095	38762491	-	397	0	0	0	0	0	0	0	0	0
ENSG00000233832	chr10	38783004	38783108	+	105	0	0	0	0	0	0	0	0	0
KSR1P1	chr10	42149310	42149549	-	240	0	0	0	0	0	0	0	0	0
IGKV1OR10-1	chr10	42185339	42185791	+	453	0	0	0	0	0	0	0	0	0
ENSG00000271650	chr10	42209990	42210383	+	394	0	0	0	0	0	0	0	0	0
ENSG00000290458	chr10	42242721	42276842	+	34122	0	0	0	0	0	0	0	0	0
ENSG00000274167	chr10	42250985	42271902	+	20918	0	0	0	0	0	0	0	0	0
ENSG00000291065	chr10	42254072	42367993	-	113922	0	0	0	0	0	0	0	0	0
PABPC1P8	chr10	42279734	42281819	-	2086	0	0	0	0	0	0	0	0	0
ENSG00000215146	chr10	42336101	42353011	-	16911	0	0	0	0	0	0	0	0	0
CCNYL2	chr10;chr10	42408168;42409727	42475349;42454385	-;-	67182	0	0	0	0	0	0	0	0	0
ENSG00000279239	chr10	42470082	42470268	-	187	0	0	0	0	0	0	0	0	0
LINC00839	chr10	42475480	42495337	+	19858	0	0	0	0	0	0	0	0	0
ZNF37BP	chr10	42513510	42552832	-	39323	169	208	234	216	309	224	214	268	302
FXYD6P1	chr10	42555440	42555724	+	285	0	0	0	0	0	0	0	0	0
EIF3LP2	chr10	42566677	42567483	+	807	6	3	1	2	1	0	3	2	6
ZNF33B	chr10	42574185	42638570	-	64386	1088	1143	754	992	1105	1188	1701	1903	1247
ENSG00000277479	chr10	42578500	42578727	+	228	0	0	0	0	0	0	0	0	0
ENSG00000272319	chr10	42579724	42579858	+	135	0	0	0	0	0	0	0	0	0
ENSG00000272387	chr10	42583241	42583375	+	135	0	0	0	0	0	0	0	0	0
RNU6-1170P	chr10	42605158	42605263	+	106	0	0	0	0	0	0	0	0	0
ENSG00000285884	chr10	42638252	42645542	+	7291	1	2	3	2	2	2	4	1	0
LINC01518	chr10	42644445	42691723	-	47279	0	0	0	0	0	0	0	0	0
VN1R54P	chr10	42660728	42661776	+	1049	0	0	0	0	0	0	0	0	0
CUBNP1	chr10	42694371	42714575	-	20205	0	0	0	0	0	0	0	0	0
LINC02632	chr10	42696012	42706453	+	10442	0	0	0	0	0	0	0	0	0
RSU1P1	chr10	42725857	42737159	+	11303	0	0	0	0	0	0	0	0	0
DUXAP3	chr10	42747544	42748687	-	1144	0	0	0	0	0	0	0	0	0
ENSG00000259869	chr10	42751178	42754297	-	3120	6	3	3	3	0	6	1	6	6
BMS1	chr10	42782795	42834937	+	52143	5291	5715	5377	5266	6284	6359	7360	8555	8263
RNU6-885P	chr10	42832447	42832550	-	104	0	0	0	0	0	0	0	0	0
LINC02623	chr10	42871521	42874060	+	2540	0	1	0	0	0	0	0	0	0
LINC01264	chr10	42979017	42981507	-	2491	0	0	0	0	0	0	0	0	0
MIR5100	chr10	42997563	42997681	+	119	0	0	0	0	0	0	0	0	0
RET	chr10	43077064	43130351	+	53288	362	431	731	322	289	353	356	407	400
CSGALNACT2-DT	chr10	43136824	43138334	-	1511	2	6	8	9	6	5	2	5	2
CSGALNACT2	chr10	43138445	43185302	+	46858	319	292	297	266	264	280	374	417	391
RASGEF1A	chr10	43194535	43267065	-	72531	466	456	562	431	492	523	331	388	575
LINC02633	chr10	43323665	43327932	+	4268	4	2	2	2	0	3	0	0	2
ENSG00000285712	chr10	43325833	43350792	-	24960	7	5	5	14	6	15	4	3	8
RNU6ATAC11P	chr10	43341786	43341910	+	125	0	0	0	0	0	0	0	0	0
FXYD4	chr10	43371636	43376335	+	4700	0	1	0	0	0	0	1	0	1
HNRNPF	chr10	43385617	43409186	-	23570	12157	13338	14722	11498	12767	14157	17009	18283	18604
SNORD3J	chr10	43417249	43417438	-	190	0	0	0	0	0	0	0	0	0
LINC02916	chr10	43420738	43422100	+	1363	32	35	38	26	29	30	39	48	41
ZNF487	chr10	43436841	43483181	+	46341	51	41	55	47	53	64	47	47	54
RNU7-193P	chr10	43458065	43458129	+	65	0	0	0	0	0	0	0	0	0
ENSG00000236114	chr10	43523256	43525217	+	1962	0	0	0	0	0	0	1	0	0
ZNF239	chr10	43556344	43574618	-	18275	362	445	372	296	381	381	750	728	588
ENSG00000287852	chr10	43583498	43596625	-	13128	0	0	0	0	0	0	0	0	0
CAP1P2	chr10	43604843	43606251	-	1409	3	1	1	2	1	0	2	5	2
ZNF485	chr10	43606419	43617904	+	11486	188	214	253	207	233	228	282	307	247
ZNF32-AS3	chr10	43628817	43674703	+	45887	14	17	21	17	22	17	16	8	12
ENSG00000237389	chr10	43630882	43631564	-	683	0	0	0	0	0	0	0	0	0
RPL21P88	chr10	43630947	43631382	+	436	0	0	0	0	0	0	0	0	0
ZNF32	chr10	43643860	43648881	-	5022	682	700	742	599	646	732	592	491	697
ZNF32-AS1	chr10	43643872	43645047	+	1176	0	0	0	0	0	0	0	0	0
ZNF32-AS2	chr10	43645942	43648019	+	2078	0	0	0	0	0	0	0	0	0
ENSG00000228426	chr10	43665668	43667005	+	1338	0	0	0	0	0	0	0	0	0
SPRING1P1	chr10	43728217	43728728	+	512	0	0	0	0	0	0	0	0	0
UQCRHP3	chr10	43732334	43732584	+	251	0	0	0	0	0	0	0	0	0
ELOCP30	chr10	43741437	43742350	-	914	0	0	0	0	0	0	0	0	0
LINC02658	chr10	43777562	43778825	-	1264	0	0	0	0	0	0	0	0	0
LINC00840	chr10	43778946	43901004	+	122059	1	0	0	1	0	0	1	0	1
HNRNPA3P1	chr10	43789249	43790387	-	1139	3	0	6	3	2	5	1	6	5
LINC02659	chr10	43900874	43912369	-	11496	0	0	0	0	0	0	0	0	0
LINC00841	chr10	43909244	43981102	+	71859	0	0	4	0	0	0	0	0	0
ENSG00000227029	chr10	43912444	43914236	+	1793	0	0	0	0	0	0	0	0	0
ENSG00000237590	chr10	44259602	44261813	-	2212	0	0	0	0	0	0	0	0	0
ENSG00000229116	chr10	44282489	44293998	-	11510	22	21	26	28	40	40	32	33	38
LINC02881	chr10	44292569	44294649	+	2081	5	3	0	1	7	9	8	6	1
ENSG00000287901	chr10	44296805	44310237	-	13433	8	16	19	15	15	13	3	2	4
CXCL12	chr10	44370165	44386493	-	16329	1534	1775	2615	1262	1600	1756	2867	3328	2315
RPL9P21	chr10	44414649	44415153	-	505	0	1	0	0	0	0	1	2	0
ENSG00000270767	chr10	44488335	44488445	-	111	0	0	0	0	0	0	0	0	0
ENSG00000287173	chr10	44509708	44515421	+	5714	0	0	0	0	0	0	0	0	0
ENSG00000234580	chr10	44591208	44602104	-	10897	0	0	0	0	0	0	0	0	0
TMEM72-AS1	chr10	44793119	44959724	-	166606	17	12	26	21	14	11	6	11	11
EIF2AP4	chr10	44806443	44808223	+	1781	0	0	0	0	0	0	0	0	0
ENSG00000234504	chr10	44899614	44920220	-	20607	0	0	0	0	0	0	0	0	0
TMEM72	chr10	44911316	44937010	+	25695	0	0	0	0	0	1	0	0	0
ENSG00000223462	chr10	44937508	44955725	+	18218	0	0	1	0	0	1	0	0	0
ENSG00000273363	chr10	44958917	44959458	-	542	0	0	0	0	0	0	0	0	0
RASSF4	chr10	44959407	44995891	+	36485	349	377	602	416	397	393	317	378	542
DEPP1	chr10	44970981	44978809	-	7829	18	16	8	11	10	12	7	10	24
ZNF22-AS1	chr10	44997698	45000888	-	3191	97	113	65	75	85	104	145	128	157
ZNF22	chr10	45000923	45005326	+	4404	2324	2578	2134	2238	2558	2661	2665	2265	3148
CEP164P1	chr10	45002222	45076066	-	73845	36	59	23	45	40	38	46	27	58
ENSG00000277757	chr10	45016080	45147221	-	131142	0	0	0	0	0	0	0	0	0
DUXAP4	chr10	45055656	45056268	+	613	0	0	0	0	0	0	0	0	0
RPS19P7	chr10	45073146	45073541	-	396	0	0	0	0	0	0	0	0	0
ENSG00000290529	chr10	45099487	45154606	-	55120	0	0	0	0	0	0	0	0	0
RSU1P2	chr10	45106610	45116101	-	9492	0	0	0	0	0	0	0	0	0
CUBNP3	chr10	45127318	45148914	+	21597	0	0	0	0	0	0	0	0	0
ENSG00000243349	chr10	45147394	45171389	+	23996	0	0	0	0	0	0	0	0	0
ANKRD54P1	chr10	45151445	45151915	-	471	0	0	0	0	0	0	0	0	0
ANKRD30BP3	chr10	45156775	45176925	+	20151	0	0	0	0	0	0	0	0	0
MIR3156-1	chr10	45164014	45164088	+	75	0	0	0	0	0	0	0	0	0
